cmd,conds,short,long,params,dirs,pri,desc
virsh, $cmds,-x,connect, , ,100,Specify hypervisor connection URI
virsh, $cmds,d,debug,0 1 2 3 4,@f @r,100,Specify debug level (0-4)
virsh, $cmds,h,help, , ,100,Show help and exit
virsh, $cmds,k,keepalive-interval,0,@f @r,100,Set keepalive interval (secs)
virsh, $cmds,K,keepalive-count, ,@f @r,100,Set number of possible missed keepalive messages
virsh, $cmds,l,log, ,@r,100,Output logging to file
virsh, $cmds,q,quiet, , ,100,Quiet mode
virsh, $cmds,r,readonly, , ,100,Connect readonly
virsh, $cmds,t,timing, , ,100,Show timing information
virsh, $cmds, ,version,short long, ,100,Show version
virsh, $cmds, , ,attach-device, ,100,Attach device from an XML file
virsh, $cmds, , ,attach-disk, ,104,Attach disk device
virsh, $cmds, , ,attach-interface, ,123,Attach network interface
virsh, $cmds, , ,autostart, ,135,Autostart a domain
virsh, $cmds, , ,blkdeviotune, ,136,Set or query a block device I/O tuning parameters
virsh, $cmds, , ,blkiotune, ,159,Get or set blkio parameters
virsh, $cmds, , ,blockcommit, ,168,Start a block commit operation
virsh, $cmds, , ,blockcopy, ,182,Start a block copy operation
virsh, $cmds, , ,blockjob, ,199,Manage active block operations
virsh, $cmds, , ,blockpull, ,206,Populate a disk from its backing image
virsh, $cmds, , ,blockresize, ,214,Resize block device of domain
virsh, $cmds, , ,change-media, ,214,Change media of CD or floppy drive
virsh, $cmds, , ,console, ,224,Connect to the guest console
virsh, $cmds, , ,cpu-baseline, ,227,Compute baseline CPU
virsh, $cmds, , ,cpu-compare, ,229,Compare host CPU with a CPU described by an XML file
virsh, $cmds, , ,cpu-stats, ,230,Show domain cpu statistics
virsh, $cmds, , ,create, ,233,Create a domain from an XML file
virsh, $cmds, , ,define, ,238,Define (but don't start) a domain
virsh, $cmds, , ,desc, ,239,Show or set domain's description or title
virsh, $cmds, , ,destroy, ,244,Destroy (stop) a domain
virsh, $cmds, , ,detach-device, ,245,Detach device from an XML file
virsh, $cmds, , ,detach-disk, ,249,Detach disk device
virsh, $cmds, , ,detach-interface, ,253,Detach network interface
virsh, $cmds, , ,domdisplay, ,258,Domain display connection URI
virsh, $cmds, , ,domfsfreeze, ,261,Freeze domain's mounted filesystems
virsh, $cmds, , ,domfsthaw, ,261,Thaw domain's mounted filesystems
virsh, $cmds, , ,domfsinfo, ,261,Get information of domain's mounted filesystems
virsh, $cmds, , ,domfstrim, ,261,Invoke fstrim on domain's mounted filesystems
virsh, $cmds, , ,domhostname, ,263,Print the domain's hostname
virsh, $cmds, , ,domid, ,263,Convert a domain name or UUID to domain id
virsh, $cmds, , ,domif-setlink, ,263,Set link state of a virtual interface
virsh, $cmds, , ,domiftune, ,264,Get/set parameters of a virtual interface
virsh, $cmds, , ,domjobabort, ,269,Abort active domain job
virsh, $cmds, , ,domjobinfo, ,269,Domain job information
virsh, $cmds, , ,domname, ,270,Convert a domain id or UUID to domain name
virsh, $cmds, , ,domrename, ,270,Rename a domain
virsh, $cmds, , ,dompmsuspend, ,270,Suspend a domain gracefully using power management functions
virsh, $cmds, , ,dompmwakeup, ,271,Wakeup a domain from pmsuspended state
virsh, $cmds, , ,domuuid, ,271,Convert a domain name or id to domain UUID
