cmd,conds,short,long,params,dirs,pri,desc
typst, __fish_use_subcommand, ,color,auto always never,@f,101,Set when to use color
typst, __fish_use_subcommand, ,cert, ,@r,102,Path to custom CA certificate
typst, __fish_use_subcommand,v,version, ,@f,103,Print version
typst, __fish_use_subcommand, , ,help,@f,105,Print help for the given subcommand(s)
typst, __fish_use_subcommand, , ,compile,@f,107,Compile an input file
typst, __fish_use_subcommand, , ,watch,@f,108,Watch an input file and recompile on changes
typst, __fish_use_subcommand, , ,init,@f,109,Initialize a new project
typst, __fish_use_subcommand, , ,query,@f,110,Process an input file to extract metadata
typst, __fish_use_subcommand, , ,fonts,@f,111,List all discovered fonts
typst, __fish_use_subcommand, , ,update,@f,112,Self update the Typst CLI
typst,init __fish_is_nth_token 2, , , ,@f @r,122,Template to use
typst,init __fish_is_nth_token 3, , , ,@D @f @r,123,Project directory
