cmd,conds,short,long,params,dirs,pri,desc
fossil, __fish_fossil_needs_command, , ,add,@f @r,101,Add files to checkout
fossil, __fish_fossil_command add, ,case-sensitive,yes no,@f @r,102,Case insensitive file matching
fossil, __fish_fossil_command add, ,dotfiles, , ,103,Include dotfiles
fossil, __fish_fossil_command add, ,ignore, ,@r,104,Files to ignore
fossil, __fish_fossil_command add, ,clean, ,@r,105,Files to ignore
fossil, __fish_fossil_command add, , , ,@f @r,106,File
fossil, __fish_fossil_needs_command, , ,addremove,@f,107,Remove and add files to checkout
fossil, __fish_fossil_command addremove, ,case-sensitive,yes no,@f @r,108,Case insensitive file matching
fossil, __fish_fossil_command addremove, ,dotfiles, , ,109,Include dotfiles
fossil, __fish_fossil_command addremove, ,ignore, ,@r,110,Files to ignore
fossil, __fish_fossil_command addremove, ,clean, ,@r,111,Files to ignore
fossil, __fish_fossil_command addremove,n,dry-run, , ,112,Display actions without running
fossil, __fish_fossil_needs_command, , ,all,@f,113,Check all repositories
fossil, __fish_fossil_subcommand all, , ,changes,@f,114,List changes
fossil, __fish_fossil_subcommand all, , ,ignore, ,115,Ignore repository
fossil, __fish_fossil_subsubcommand all ignore, , , ,@f @r,116,Ignore repository
fossil, __fish_fossil_subcommand all, , ,list ls, ,117,Display locations
fossil, __fish_fossil_subcommand all, , ,pull, ,118,Pull repositories
fossil, __fish_fossil_subcommand all, , ,push, ,119,Push repositories
fossil, __fish_fossil_subcommand all, , ,rebuild, ,120,Rebuild repositories
fossil, __fish_fossil_subcommand all, , ,sync, ,121,Sync repositories
fossil, __fish_fossil_needs_command, , ,annotate, ,122,Shows file modifications
fossil, __fish_fossil_command annotate, ,filevers, , ,123,Show file versions
fossil, __fish_fossil_command annotate,l,log, , ,124,List all analyzed versions
fossil, __fish_fossil_command annotate,n,limit, ,@f @r,125,Limit analyzed versions
fossil, __fish_fossil_needs_command, , ,bisect,@f,126,Find regressions
fossil, __fish_fossil_subcommand bisect, , ,bad,@f @r,127,Identify version as not working
fossil, __fish_fossil_subcommand bisect, , ,good,@f @r,128,Identify version as working
fossil, __fish_fossil_subcommand bisect, , ,log, ,129,Show log of bisects in test order
fossil, __fish_fossil_subcommand bisect, , ,chart, ,130,Show log of bisects in check-in order
fossil, __fish_fossil_subcommand bisect, , ,next, ,131,Skip version
fossil, __fish_fossil_subcommand bisect, , ,options, ,132,Show bisect options
fossil, __fish_fossil_subsubcommand_only bisect options, , ,auto-next,@f @r,133,Automatically run bisect next
fossil, __fish_fossil_subsubcommand_only bisect options, , ,direct-only,@f @r,134,Follow only primary parent-child links
fossil, __fish_fossil_subsubcommand_only bisect options, , ,display,@f @r,135,Command to show after bisect next
fossil, __fish_fossil_subsubsubcommand_only bisect options auto-next, , ,on off,@f @r,136,Automatically run bisect next
fossil, __fish_fossil_subsubsubcommand_only bisect options direct-only, , ,on off,@f @r,137,Follow only primary parent-child links
fossil, __fish_fossil_subsubsubcommand_only bisect options display, , ,chart,@f @r,138,Show log of bisects in check-in order
fossil, __fish_fossil_subsubsubcommand_only bisect options display, , ,log,@f @r,139,Show log of bisects in test order
fossil, __fish_fossil_subsubsubcommand_only bisect options display, , ,status,@f @r,140,List versions between bad and good
fossil, __fish_fossil_subsubsubcommand_only bisect options display, , ,none,@f @r,141,Don't show anything
fossil, __fish_fossil_subcommand bisect, , ,reset, ,142,Reinitialize bisect
fossil, __fish_fossil_subcommand bisect, , ,vlist ls status, ,143,List versions between bad and good
fossil, __fish_fossil_subsubcommand bisect vlist,a,all, , ,144,Show all versions
fossil, __fish_fossil_subsubcommand bisect ls,a,all, , ,145,Show all versions
fossil, __fish_fossil_subsubcommand bisect status,a,all, , ,146,Show all versions
fossil, __fish_fossil_subcommand bisect, , ,undo, ,147,Undo latest bad/good command.
fossil, __fish_fossil_needs_command, , ,branch,@f,148,Create a new branch
fossil, __fish_fossil_subcommand branch, , ,new,@f @r,149,Create new branch
fossil, __fish_fossil_subsubcommand branch new, ,private, , ,150,Make branch local
fossil, __fish_fossil_subsubcommand branch new, ,bgcolor, ,@f @r,151,Set background color
fossil, __fish_fossil_subsubcommand branch new, ,nosign, , ,152,Don't sign the branch with GPG
fossil, __fish_fossil_subsubcommand branch new, ,date-override, ,@f @r,153,Override date
fossil, __fish_fossil_subsubcommand branch new, ,user-override, ,@f @r,154,Override user
fossil, __fish_fossil_subcommand branch, , ,list ls,@f @r,155,List branches
fossil, __fish_fossil_subsubcommand branch list,a,all, , ,156,Show all branches
fossil, __fish_fossil_subsubcommand branch ls,a,all, , ,157,Show all branches
fossil, __fish_fossil_subsubcommand branch list,c,closed, , ,158,Show closed branches
fossil, __fish_fossil_subsubcommand branch ls,c,closed, , ,159,Show closed branches
fossil, __fish_fossil_command branch,R,repository, ,@r,160,Run command on repository
fossil, __fish_fossil_needs_command, , ,cat, ,161,Print a file
fossil, __fish_fossil_command cat,R,repository, ,@r,162,Run command on repository
fossil, __fish_fossil_command cat,r, , ,@f @r,163,Print specific revision
fossil, __fish_fossil_needs_command, , ,changes,@f,164,List local changes
fossil, __fish_fossil_command changes, ,abs-paths, , ,165,Display absolute paths
fossil, __fish_fossil_command changes, ,rel-paths, , ,166,Display relative paths
fossil, __fish_fossil_command changes, ,sha1sum, , ,167,Verify file status using SHA1
fossil, __fish_fossil_command changes, ,header, , ,168,Identify the repository if there are changes
fossil, __fish_fossil_command changes,v,verbose, , ,169,Say (none) if there are no changes
fossil, __fish_fossil_needs_command, , ,co checkout,@f,170,Checkout version
fossil, __fish_fossil_command co checkout, , , ,@f @r,171,Version to check out
fossil, __fish_fossil_command co checkout, ,force, , ,172,Ignore edited files
fossil, __fish_fossil_command co checkout, ,force-missing, , ,173,Ignore missing content
fossil, __fish_fossil_command co checkout, ,keep, , ,174,Only update the manifest
fossil, __fish_fossil_command co checkout, ,latest, , ,175,Update to latest version
fossil, __fish_fossil_needs_command, , ,clean, ,176,Delete all extra files
fossil, __fish_fossil_command clean, ,case-sensitive,yes no,@f @r,177,Case insensitive file matching
fossil, __fish_fossil_command clean, ,dotfiles, , ,178,Include dotfiles
fossil, __fish_fossil_command clean, ,ignore, ,@r,179,Files to ignore
fossil, __fish_fossil_command clean, ,clean, ,@r,180,Files to clean without prompting
fossil, __fish_fossil_command clean,f,force, , ,181,Remove without prompting
fossil, __fish_fossil_command clean,n,dry-run, , ,182,Display actions without running
fossil, __fish_fossil_command clean, ,temp, , ,183,Only remove Fossil temporary files
fossil, __fish_fossil_command clean,v,verbose, , ,184,Show removed files
fossil, __fish_fossil_needs_command, , ,clone, ,185,Clone repository
fossil, __fish_fossil_command clone,A,admin-user, ,@f @r,186,Make username an administrator
fossil, __fish_fossil_command clone, ,private, , ,187,Clone private branches
fossil, __fish_fossil_command clone, ,ssl-identity, ,@r,188,Use SSL identity
fossil, __fish_fossil_needs_command, , ,ci commit, ,189,Create new revision
fossil, __fish_fossil_command ci commit, , , ,@f @r,190,File
fossil, __fish_fossil_command ci commit, ,allow-conflict, , ,191,Allow unresolved merge conflicts
fossil, __fish_fossil_command ci commit, ,allow-empty, , ,192,Allow empty check-ins
fossil, __fish_fossil_command ci commit, ,allow-fork, , ,193,Allow forking
fossil, __fish_fossil_command ci commit, ,allow-older, , ,194,Allow commit older than ancestor
fossil, __fish_fossil_command ci commit, ,baseline, , ,195,Use a baseline manifest
fossil, __fish_fossil_command ci commit, ,bgcolor, ,@f @r,196,Apply color to check-in
fossil, __fish_fossil_command ci commit, ,branch, ,@f @r,197,Check-in to new branch
fossil, __fish_fossil_command ci commit, ,branchcolor, ,@f @r,198,Apply color to branch
fossil, __fish_fossil_command ci commit, ,close, , ,199,Close the branch
fossil, __fish_fossil_command ci commit, ,delta, , ,200,Use a delta manifest
fossil, __fish_fossil_command ci commit,m,comment, ,@f @r,201,Commit comment
fossil, __fish_fossil_command ci commit,M,message-file, ,@r,202,Read commit comment from a file
fossil, __fish_fossil_command ci commit, ,mimetype, ,@f @r,203,Mimetype of commit comment
fossil, __fish_fossil_command ci commit,n,dry-run, , ,204,Display actions without running
fossil, __fish_fossil_command ci commit, ,no-warnings, , ,205,Omit all warnings
fossil, __fish_fossil_command ci commit, ,nosign, , ,206,Don't sign the branch with GPG
fossil, __fish_fossil_command ci commit, ,private, , ,207,Don't sync the changes
fossil, __fish_fossil_command ci commit, ,tag, ,@f @r,208,Assign a tag to the checkin
fossil, __fish_fossil_needs_command, , ,diff gdiff, ,209,Show differences
fossil, __fish_fossil_command diff gdiff, ,binary, ,@r,210,Binary files glob pattern
fossil, __fish_fossil_command diff gdiff, ,branch, ,@f @r,211,Show diff of branch
fossil, __fish_fossil_command diff gdiff, ,brief, , ,212,Show file names only
fossil, __fish_fossil_command diff gdiff,c,context, ,@f @r,213,Context lines
fossil, __fish_fossil_command diff gdiff, ,diff-binary,yes no,@f @r,214,Include binary files
fossil, __fish_fossil_command diff gdiff,r,from, ,@f @r,215,Select revision to compare with
fossil, __fish_fossil_command diff gdiff,i,internal, , ,216,Use internal diff logic
fossil, __fish_fossil_command diff gdiff,y,side-by-side, , ,217,Side-by-side diff
fossil, __fish_fossil_command diff gdiff, ,tk, , ,218,Launch GUI
fossil, __fish_fossil_command diff gdiff, ,to, ,@f @r,219,Select revision to compare to
fossil, __fish_fossil_command diff gdiff, ,unified, , ,220,Unified diff
fossil, __fish_fossil_command diff gdiff,v,verbose, , ,221,Output complete text
fossil, __fish_fossil_command diff gdiff,W,width, ,@f @r,222,Line width in side-by-side diff
fossil, __fish_fossil_needs_command, , ,export, ,223,Export repository to git
fossil, __fish_fossil_command export, ,export-marks, ,@r,224,Export rids of exported data to file
fossil, __fish_fossil_command export, ,import-marks, ,@r,225,Read rids of data to ignore from file
fossil, __fish_fossil_command export,R,repository, ,@r,226,Run command on repository
fossil, __fish_fossil_needs_command, , ,extras, ,227,Show files that aren't part of checkout
fossil, __fish_fossil_command extras, ,abs-paths, , ,228,Display absolute paths
fossil, __fish_fossil_command extras, ,case-sensitive,yes no,@f @r,229,Case insensitive file matching
fossil, __fish_fossil_command extras, ,dotfiles, , ,230,Include dotfiles
fossil, __fish_fossil_command extras, ,ignore, ,@r,231,Files to ignore
fossil, __fish_fossil_command extras, ,rel-paths, , ,232,Display relative paths
fossil, __fish_fossil_needs_command, , ,finfo, ,233,Print complete file history
fossil, __fish_fossil_command finfo,b,brief, , ,234,Display one-line summary
fossil, __fish_fossil_command finfo, ,case-sensitive,yes no,@f @r,235,Case insensitive file matching
fossil, __fish_fossil_command finfo,l,log, , ,236,Select log mode (default)
fossil, __fish_fossil_command finfo,n,limit, ,@f @r,237,Limit analyzed versions
fossil, __fish_fossil_command finfo, ,offset, ,@f @r,238,Skip changes
