cmd,conds,short,long,params,dirs,pri,desc
nmcli, $nmcli_commands,t,terse, , ,100,Output is terse
nmcli, $nmcli_commands,p,pretty, , ,100,Output is pretty
nmcli, $nmcli_commands,m,mode,tabular multiline, ,100,Switch between tabular and multiline mode
nmcli, $nmcli_commands,c,color,auto yes no, ,100,Whether to use colors in output
nmcli, $nmcli_commands,f,fields,all common, ,100,Specify the output fields
nmcli, $nmcli_commands,e,escape,yes no, ,100,Whether to escape ':' and '\' characters
nmcli, $nmcli_commands,a,ask, , ,100,Ask for missing parameters
nmcli, $nmcli_commands,s,show-secrets, , ,100,Allow displaying passwords
nmcli, $nmcli_commands,w,wait, ,@f @r,100,Set timeout (seconds) waiting for finishing operations
nmcli, $nmcli_commands,v,version, ,@f @r,100,Show nmcli version
nmcli, $nmcli_commands, , ,$nmcli_commands, ,101, 
nmcli," general; and $nmcli_general", , ,status, ,101,Show overall status of NetworkManager
nmcli," general; and $nmcli_general", , ,hostname, ,101,Get or change persistent system hostname
nmcli," general; and $nmcli_general", , ,permissions, ,101,Show caller permissions for authenticated operations
nmcli," general; and $nmcli_general", , ,logging, ,101,Get or change NetworkManager logging level and domains
nmcli," general; and $nmcli_general", , ,help, ,101, 
nmcli, contains_seq general logging -- (commandline -xp), , ,level domains help, ,102, 
nmcli," networking; and $nmcli_networking", , ,on, ,102,Switch networking on
nmcli," networking; and $nmcli_networking", , ,off, ,102,Switch networking off
nmcli," networking; and $nmcli_networking", , ,connectivity, ,102,Get network connectivity state
nmcli," networking; and $nmcli_networking", , ,help, ,102, 
nmcli, contains_seq networking connectivity -- (commandline -xp), , ,check, ,103,Re-check the connectivity
nmcli," radio; and $nmcli_radio", , ,all, ,103,"Get status of all radio switches; turn them on/off"
nmcli, contains_seq radio all -- (commandline -xp), , ,on off help, ,104, 
nmcli," radio; and $nmcli_radio", , ,wifi, ,104,"Get status of Wi-Fi radio switch; turn it on/off"
nmcli, contains_seq radio wifi -- (commandline -xp), , ,on off help, ,105, 
